o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority
3852,229,O,11063.53,1996-11-09,2-HIGH
3853,310,F,57864.18,1997-12-18,5-LOW
3854,666,F,91928.23,1994-08-03,3-MEDIUM
3855,47,P,22091.96,1992-11-17,5-LOW
3856,859,O,19937.79,1993-02-27,4-NOT SPECIFIED
3857,384,O,91804.28,1997-09-04,2-HIGH
3858,753,O,91078.61,1996-12-10,4-NOT SPECIFIED
3859,336,F,67423.57,1996-07-24,1-URGENT
3860,774,O,4568.5,1995-04-11,5-LOW
3861,750,F,86972.32,1995-11-11,5-LOW
3862,677,P,35884.87,1996-03-28,5-LOW
3863,66,O,69887.93,1997-01-24,4-NOT SPECIFIED
3864,774,F,73172.21,1992-12-17,2-HIGH
3865,985,O,61109.86,1998-09-17,5-LOW
3866,25,O,49920.84,1997-03-03,1-URGENT
3867,532,O,46064.14,1997-04-10,1-URGENT
3868,736,O,3474.11,1994-07-06,4-NOT SPECIFIED
3869,171,F,91506.97,1994-08-08,5-LOW
3870,385,O,15752.21,1993-01-18,2-HIGH
3871,604,P,97899.58,1993-11-16,3-MEDIUM
3872,19,O,41867.98,1995-02-26,1-URGENT
3873,549,P,36588.35,1994-04-16,5-LOW
3874,463,P,5647.59,1998-03-12,5-LOW
3875,345,F,6014.39,1993-05-15,5-LOW
3876,308,F,62412.58,1995-09-27,4-NOT SPECIFIED
3877,704,F,60970.48,1994-09-28,2-HIGH
3878,616,F,20604.76,1996-03-23,3-MEDIUM
3879,186,P,80785.94,1994-10-05,2-HIGH
3880,975,F,32775.05,1997-01-27,4-NOT SPECIFIED
3881,549,P,85391.96,1992-02-04,4-NOT SPECIFIED
3882,742,O,4554.76,1993-06-26,5-LOW
3883,520,O,60587.5,1993-05-14,2-HIGH
3884,419,F,64925.41,1995-07-06,1-URGENT
3885,480,F,72594.59,1997-11-21,3-MEDIUM
3886,985,P,45204.69,1995-03-10,3-MEDIUM
3887,272,F,29572.09,1997-06-07,3-MEDIUM
3888,39,O,55108.76,1997-06-27,5-LOW
3889,657,F,21910.31,1997-04-05,3-MEDIUM
3890,735,P,70423.19,1995-09-19,2-HIGH
3891,734,F,67814.31,1993-06-01,5-LOW
3892,704,O,93368.15,1993-08-14,5-LOW
3893,582,F,20475.28,1993-11-12,4-NOT SPECIFIED
3894,379,P,74102.66,1993-06-23,2-HIGH
3895,355,P,45061.87,1994-02-05,3-MEDIUM
3896,267,P,17829.36,1998-12-13,4-NOT SPECIFIED
3897,232,P,41511.89,1994-03-04,1-URGENT
3898,824,O,96620.98,1994-11-09,3-MEDIUM
3899,829,F,95760.16,1995-07-12,5-LOW
3900,603,F,14445.05,1998-10-19,5-LOW
3901,277,F,67187.74,1995-07-15,1-URGENT
3902,696,P,58175.8,1995-02-21,4-NOT SPECIFIED
3903,777,F,47896.29,1996-04-14,2-HIGH
3904,516,F,69315.39,1994-12-14,4-NOT SPECIFIED
3905,626,P,25429.23,1998-10-19,4-NOT SPECIFIED
3906,122,O,50486.72,1996-03-06,5-LOW
3907,70,F,26744.33,1997-10-26,4-NOT SPECIFIED
3908,68,O,54584.81,1997-03-11,4-NOT SPECIFIED
3909,92,P,41517.97,1996-03-13,4-NOT SPECIFIED
3910,513,F,28619.66,1996-06-06,4-NOT SPECIFIED
3911,234,F,97302.96,1993-01-07,2-HIGH
3912,701,O,22328.75,1996-10-22,1-URGENT
3913,525,F,31119.61,1998-09-10,3-MEDIUM
3914,596,P,98675.3,1996-12-23,5-LOW
3915,994,P,8839.48,1994-03-06,4-NOT SPECIFIED
3916,7,F,55169.61,1993-02-08,3-MEDIUM
3917,362,O,98550.91,1993-01-25,4-NOT SPECIFIED
3918,138,F,15192.66,1998-08-08,2-HIGH
3919,153,O,39642.26,1998-04-03,3-MEDIUM
3920,18,O,68537.75,1994-02-01,2-HIGH
3921,737,F,63740.57,1996-02-28,5-LOW
3922,84,F,70313.07,1994-07-09,2-HIGH
3923,80,P,89781.44,1992-01-18,4-NOT SPECIFIED
3924,378,F,20024.68,1995-06-26,5-LOW
3925,464,O,56830.67,1995-07-11,3-MEDIUM
3926,82,F,40152.57,1992-07-24,1-URGENT
3927,426,O,53476.15,1992-09-25,5-LOW
3928,643,O,54150.26,1992-06-27,3-MEDIUM
3929,382,F,32024.51,1997-01-01,5-LOW
3930,183,O,4129.48,1998-04-26,4-NOT SPECIFIED
3931,539,P,65870.84,1994-10-10,2-HIGH
3932,756,F,65254.05,1993-06-14,4-NOT SPECIFIED
3933,972,O,80081.85,1994-05-03,1-URGENT
3934,850,O,92429.45,1992-11-11,3-MEDIUM
3935,630,P,63274.91,1993-04-18,3-MEDIUM
3936,412,O,39755.86,1998-07-27,1-URGENT
3937,971,F,84417.49,1995-05-26,3-MEDIUM
3938,932,O,6048.03,1993-03-24,2-HIGH
3939,444,O,19555.41,1998-11-06,2-HIGH
3940,685,O,42827.18,1993-09-24,2-HIGH
3941,604,F,88750.92,1997-02-15,2-HIGH
3942,115,F,71695.48,1992-09-07,1-URGENT
3943,324,F,48372.32,1992-09-25,4-NOT SPECIFIED
3944,139,F,86125.56,1997-11-17,3-MEDIUM
3945,443,F,68655.84,1992-05-21,3-MEDIUM
3946,709,O,7672.1,1998-07-02,5-LOW
3947,726,P,35709.8,1998-04-05,2-HIGH
3948,514,P,25907.57,1996-03-09,4-NOT SPECIFIED
3949,529,O,77321.78,1997-12-09,3-MEDIUM
3950,341,F,43745.91,1996-03-13,5-LOW
3951,249,O,72964.4,1994-08-15,1-URGENT
3952,240,O,3966.02,1996-06-26,4-NOT SPECIFIED
3953,222,F,36122.22,1998-07-04,3-MEDIUM
3954,840,O,62398.09,1998-04-23,1-URGENT
3955,3,F,92663.93,1993-07-17,2-HIGH
3956,85,F,25616.95,1996-03-16,2-HIGH
3957,117,O,91404.64,1995-03-07,1-URGENT
3958,364,O,90154.5,1994-03-03,1-URGENT
3959,758,P,6400.32,1998-07-05,2-HIGH
3960,328,O,46084.89,1993-04-17,3-MEDIUM
3961,833,O,88368.31,1995-10-11,1-URGENT
3962,322,F,50329.45,1997-08-02,3-MEDIUM
3963,527,F,30639.61,1996-07-25,1-URGENT
3964,223,P,67271.09,1995-01-28,1-URGENT
3965,91,F,14129.08,1998-03-16,4-NOT SPECIFIED
3966,159,O,38516.75,1992-07-21,3-MEDIUM
3967,535,O,34428.89,1998-02-11,3-MEDIUM
3968,501,F,16148.51,1994-03-19,1-URGENT
3969,677,P,62725.11,1995-05-06,3-MEDIUM
3970,943,O,9000.09,1997-08-08,3-MEDIUM
3971,40,F,40876.51,1993-06-19,1-URGENT
3972,736,P,95909.08,1995-08-12,5-LOW
3973,857,O,21193.6,1997-09-19,2-HIGH
3974,956,P,39707.65,1992-07-03,5-LOW
3975,617,F,17900.36,1997-08-01,3-MEDIUM
3976,459,O,3973.89,1992-11-25,1-URGENT
3977,923,F,98176.93,1998-07-09,4-NOT SPECIFIED
3978,397,P,91683.91,1996-09-10,5-LOW
3979,141,P,75722.2,1995-06-03,4-NOT SPECIFIED
3980,204,F,45273.2,1997-06-17,2-HIGH
3981,158,F,15700.74,1997-03-06,1-URGENT
3982,369,F,82842.64,1997-03-16,2-HIGH
3983,290,O,8335.11,1997-09-24,2-HIGH
3984,79,F,87651.14,1996-08-23,2-HIGH
3985,743,P,46462.86,1997-12-08,1-URGENT
3986,992,F,79079.66,1996-05-22,1-URGENT
3987,20,O,83308.13,1998-09-06,2-HIGH
3988,467,O,41068.8,1995-02-23,5-LOW
3989,401,O,25095.18,1995-10-14,4-NOT SPECIFIED
3990,184,P,65364.29,1998-06-03,1-URGENT
3991,774,P,7062.09,1994-10-04,1-URGENT
3992,191,F,65611.75,1997-02-26,3-MEDIUM
3993,272,F,2987.36,1993-05-09,4-NOT SPECIFIED
3994,626,P,60985.24,1998-12-03,5-LOW
3995,439,O,55641.0,1994-02-23,3-MEDIUM
3996,949,O,76911.72,1996-02-09,3-MEDIUM
3997,140,O,9542.2,1994-11-14,2-HIGH
3998,666,P,86438.46,1995-02-11,5-LOW
3999,294,P,67188.14,1995-01-03,1-URGENT
4000,807,P,88614.23,1998-09-27,1-URGENT
4001,526,P,24446.64,1995-06-09,5-LOW
4002,866,O,28152.3,1997-03-22,2-HIGH
4003,658,F,93662.52,1994-10-16,5-LOW
4004,682,P,24078.44,1994-04-17,4-NOT SPECIFIED
4005,173,O,28247.98,1993-07-01,1-URGENT
4006,688,O,25746.91,1993-11-24,2-HIGH
4007,32,P,88927.76,1992-05-03,2-HIGH
4008,389,O,55029.58,1995-12-01,2-HIGH
4009,183,F,52835.18,1994-08-15,2-HIGH
4010,34,O,32660.32,1997-12-19,4-NOT SPECIFIED
4011,858,O,39601.1,1995-06-09,3-MEDIUM
4012,640,O,20733.06,1997-04-27,2-HIGH
4013,18,O,46294.94,1997-05-11,3-MEDIUM
4014,157,O,68830.04,1995-10-09,2-HIGH
4015,821,O,84327.49,1995-07-26,3-MEDIUM
4016,480,O,35996.92,1994-07-27,4-NOT SPECIFIED
4017,467,O,85504.0,1996-08-27,1-URGENT
4018,235,O,57000.87,1992-09-15,1-URGENT
4019,249,O,4845.43,1995-05-14,4-NOT SPECIFIED
4020,566,P,84901.25,1992-08-12,1-URGENT
4021,971,P,70923.07,1997-02-09,5-LOW
4022,462,O,43911.37,1993-06-19,4-NOT SPECIFIED
4023,426,F,23433.0,1992-03-13,2-HIGH
4024,700,P,63316.21,1993-01-12,4-NOT SPECIFIED
4025,537,O,75122.26,1997-01-08,1-URGENT
4026,780,P,24534.47,1996-08-26,3-MEDIUM
4027,787,P,1650.24,1996-10-06,2-HIGH
4028,623,F,64121.78,1997-05-09,4-NOT SPECIFIED
4029,343,F,39954.8,1996-05-05,4-NOT SPECIFIED
4030,859,F,9669.28,1995-07-11,3-MEDIUM
4031,856,O,95538.09,1997-09-01,4-NOT SPECIFIED
4032,173,P,30242.95,1995-01-01,1-URGENT
4033,711,P,29633.98,1997-08-27,5-LOW
4034,306,P,26177.16,1997-12-19,5-LOW
4035,245,O,12725.09,1993-10-09,4-NOT SPECIFIED
4036,47,O,58921.68,1994-03-28,1-URGENT
4037,906,O,69345.24,1997-02-17,2-HIGH
4038,560,P,48098.86,1998-09-24,1-URGENT
4039,489,P,76298.77,1992-12-23,4-NOT SPECIFIED
4040,971,P,54802.89,1996-02-04,3-MEDIUM
4041,512,O,9661.09,1995-02-01,5-LOW
4042,820,P,84210.14,1994-03-25,3-MEDIUM
4043,565,F,62101.48,1996-06-05,2-HIGH
4044,624,P,78502.18,1992-08-13,4-NOT SPECIFIED
4045,980,F,34686.99,1992-05-27,1-URGENT
4046,454,P,58599.67,1995-05-14,2-HIGH
4047,215,F,28652.59,1995-07-18,1-URGENT
4048,612,O,17067.86,1996-10-24,2-HIGH
4049,957,F,14783.24,1994-10-15,5-LOW
4050,309,P,72842.66,1993-10-26,4-NOT SPECIFIED
4051,10,P,2620.64,1992-08-21,4-NOT SPECIFIED
4052,968,O,93427.15,1993-04-10,4-NOT SPECIFIED
4053,239,O,97219.16,1992-08-21,5-LOW
4054,25,O,95859.89,1993-08-24,5-LOW
4055,773,F,59141.92,1995-05-04,1-URGENT
4056,711,O,99349.29,1995-04-18,3-MEDIUM
4057,220,O,58383.16,1998-05-12,2-HIGH
4058,931,O,98784.19,1998-08-03,1-URGENT
4059,940,P,91401.89,1994-10-23,5-LOW
4060,686,P,90080.67,1992-07-16,4-NOT SPECIFIED
4061,493,F,99983.87,1996-06-24,2-HIGH
4062,328,O,40170.55,1998-04-10,3-MEDIUM
4063,954,O,27112.63,1994-09-14,4-NOT SPECIFIED
4064,939,F,28320.77,1998-04-21,3-MEDIUM
4065,69,F,91975.41,1997-10-02,4-NOT SPECIFIED
4066,761,P,98220.78,1994-12-11,3-MEDIUM
4067,816,P,69046.83,1992-04-08,2-HIGH
4068,725,P,98037.07,1998-10-07,4-NOT SPECIFIED
4069,390,P,39462.4,1995-06-21,2-HIGH
4070,799,O,70730.34,1994-04-12,3-MEDIUM
4071,663,O,8842.94,1993-07-03,3-MEDIUM
4072,745,P,91948.42,1995-12-01,3-MEDIUM
4073,281,P,15381.84,1995-05-07,3-MEDIUM
4074,875,P,11800.48,1994-04-09,3-MEDIUM
4075,517,F,62132.26,1994-03-10,4-NOT SPECIFIED
4076,10,P,34989.98,1998-02-05,5-LOW
4077,3,F,88697.85,1992-09-08,2-HIGH
4078,138,F,95632.35,1998-11-17,4-NOT SPECIFIED
4079,629,P,30111.32,1993-12-08,5-LOW
4080,346,F,51506.22,1993-06-08,1-URGENT
4081,608,O,97619.89,1994-10-21,5-LOW
4082,185,O,69603.26,1997-04-03,5-LOW
4083,264,P,83765.55,1997-06-15,5-LOW
4084,50,F,36820.25,1993-03-08,1-URGENT
4085,294,O,23039.27,1998-01-15,2-HIGH
4086,806,P,28141.59,1995-11-06,1-URGENT
4087,603,O,30359.78,1992-11-02,3-MEDIUM
4088,437,O,74002.93,1997-04-17,2-HIGH
4089,740,P,74422.15,1996-06-23,3-MEDIUM
4090,894,O,60484.59,1993-01-20,5-LOW
4091,328,O,6412.47,1993-05-23,5-LOW
4092,734,P,92830.39,1992-05-15,1-URGENT
4093,836,F,87005.75,1994-08-13,2-HIGH
4094,872,P,72739.02,1993-02-15,3-MEDIUM
4095,251,P,86988.88,1996-10-11,2-HIGH
4096,255,P,83161.19,1994-04-09,4-NOT SPECIFIED
4097,461,P,53877.27,1998-06-03,5-LOW
4098,217,F,23030.02,1996-05-18,4-NOT SPECIFIED
4099,644,P,73398.48,1995-09-12,4-NOT SPECIFIED
4100,103,F,92507.19,1994-08-25,3-MEDIUM
4101,678,F,80115.66,1994-04-07,3-MEDIUM
4102,661,P,99205.78,1997-12-22,3-MEDIUM
4103,865,O,17905.37,1992-03-02,1-URGENT
4104,175,F,78667.72,1995-05-03,2-HIGH
4105,964,P,78686.01,1994-01-15,1-URGENT
4106,232,O,42525.75,1995-03-05,2-HIGH
4107,39,P,22759.15,1995-03-12,5-LOW
4108,608,F,60884.85,1997-09-16,5-LOW
4109,417,P,4350.16,1992-06-18,5-LOW
4110,781,F,73692.94,1994-04-20,5-LOW
4111,159,O,13201.04,1997-04-15,2-HIGH
4112,685,F,35195.3,1994-06-19,3-MEDIUM
4113,893,O,95766.84,1992-09-28,2-HIGH
4114,25,P,72220.48,1994-08-19,5-LOW
4115,353,O,49738.31,1992-07-27,5-LOW
4116,603,P,48603.25,1998-08-13,3-MEDIUM
4117,329,F,42409.86,1998-10-25,2-HIGH
4118,384,P,17543.79,1997-10-19,3-MEDIUM
4119,631,F,74784.99,1994-11-12,1-URGENT
4120,145,O,5276.05,1993-02-26,3-MEDIUM
4121,227,O,33330.54,1993-03-11,1-URGENT
4122,519,P,95855.38,1993-07-13,1-URGENT
4123,850,O,11463.31,1998-02-02,5-LOW
4124,812,O,29551.7,1995-02-21,4-NOT SPECIFIED
4125,958,F,58503.71,1997-07-22,3-MEDIUM
4126,24,O,99011.2,1995-02-14,3-MEDIUM
4127,163,P,97122.99,1996-05-02,5-LOW
4128,158,P,48192.95,1993-06-09,1-URGENT
4129,975,O,51014.83,1992-08-16,4-NOT SPECIFIED
4130,461,F,3112.53,1998-02-27,5-LOW
4131,305,F,55519.41,1992-06-27,1-URGENT
4132,377,P,26315.12,1997-07-04,2-HIGH
4133,726,P,9839.95,1994-04-08,1-URGENT
4134,955,O,19873.31,1992-04-19,3-MEDIUM
4135,708,F,56822.68,1995-05-25,3-MEDIUM
4136,229,F,42149.53,1995-10-16,4-NOT SPECIFIED
4137,44,F,51190.73,1998-09-25,3-MEDIUM
4138,990,P,44686.55,1997-11-19,3-MEDIUM
4139,443,P,8586.8,1996-01-18,4-NOT SPECIFIED
4140,829,O,29195.9,1996-05-09,3-MEDIUM
4141,216,O,54990.65,1998-12-27,4-NOT SPECIFIED
4142,892,F,21161.47,1994-06-16,1-URGENT
4143,803,P,50492.39,1992-04-24,3-MEDIUM
4144,218,O,75538.72,1993-06-24,2-HIGH
4145,943,F,4866.36,1998-12-15,2-HIGH
4146,955,P,12511.54,1998-09-07,2-HIGH
4147,196,O,10217.28,1994-10-20,1-URGENT
4148,222,P,42448.64,1994-01-17,4-NOT SPECIFIED
4149,576,P,38429.39,1993-11-01,3-MEDIUM
4150,453,F,6320.58,1998-06-23,4-NOT SPECIFIED
4151,239,O,66772.15,1993-06-26,1-URGENT
4152,467,O,23871.71,1992-04-10,1-URGENT
4153,482,F,88272.31,1997-11-17,5-LOW
4154,928,O,82031.5,1994-09-26,5-LOW
4155,350,O,49766.14,1992-05-23,1-URGENT
4156,760,F,97417.94,1992-10-17,1-URGENT
4157,290,O,46497.16,1997-11-08,1-URGENT
4158,612,O,14316.08,1998-11-27,3-MEDIUM
4159,339,P,96707.42,1998-08-15,3-MEDIUM
4160,483,O,78572.07,1992-12-10,5-LOW
4161,700,O,17252.82,1995-07-23,3-MEDIUM
4162,454,P,36182.93,1995-12-25,4-NOT SPECIFIED
4163,496,P,90860.24,1997-06-21,5-LOW
4164,388,P,71617.92,1992-02-17,5-LOW
4165,679,F,50294.17,1993-11-23,1-URGENT
4166,173,O,90523.4,1992-02-14,5-LOW
4167,850,F,54012.71,1998-11-27,3-MEDIUM
4168,598,F,33298.89,1995-01-17,2-HIGH
4169,346,O,36721.77,1997-08-14,2-HIGH
4170,631,F,83891.17,1998-07-03,1-URGENT
4171,671,P,82243.9,1995-05-16,3-MEDIUM
4172,979,P,23769.08,1995-02-09,3-MEDIUM
4173,243,O,31918.48,1996-04-24,3-MEDIUM
4174,910,P,73744.55,1998-04-10,4-NOT SPECIFIED
4175,28,O,12605.5,1993-09-07,2-HIGH
4176,364,F,52551.2,1994-04-03,1-URGENT
4177,863,O,24085.45,1998-06-15,4-NOT SPECIFIED
4178,965,P,82451.0,1997-07-10,2-HIGH
4179,330,F,65726.78,1996-09-06,3-MEDIUM
4180,277,O,99298.23,1997-12-18,5-LOW
4181,277,F,5130.64,1996-05-04,1-URGENT
4182,765,F,75203.89,1998-07-02,4-NOT SPECIFIED
4183,192,F,45310.53,1996-08-06,4-NOT SPECIFIED
4184,327,F,13416.63,1994-04-01,2-HIGH
4185,346,O,3374.57,1993-06-22,4-NOT SPECIFIED
4186,125,F,2675.11,1993-06-03,4-NOT SPECIFIED
4187,127,O,20085.95,1998-08-09,3-MEDIUM
4188,999,P,68712.82,1998-06-16,2-HIGH
4189,512,P,46806.13,1994-02-04,5-LOW
4190,438,P,90166.31,1996-04-04,1-URGENT
4191,678,P,46411.55,1995-11-23,1-URGENT
4192,26,P,58535.27,1996-10-28,4-NOT SPECIFIED
4193,730,P,49907.74,1998-05-20,1-URGENT
4194,772,P,4689.41,1997-09-24,5-LOW
4195,773,P,50851.04,1998-10-26,4-NOT SPECIFIED
4196,448,O,6905.73,1993-04-22,4-NOT SPECIFIED
4197,564,O,56685.63,1997-08-05,4-NOT SPECIFIED
4198,121,F,7165.01,1996-02-21,2-HIGH
4199,893,P,54509.92,1994-07-22,4-NOT SPECIFIED
4200,389,O,87777.95,1996-04-15,4-NOT SPECIFIED
4201,198,P,47205.64,1998-05-26,2-HIGH
4202,102,P,13506.8,1995-12-23,5-LOW
4203,952,O,4836.11,1997-09-21,4-NOT SPECIFIED
4204,699,F,96724.86,1998-04-18,1-URGENT
4205,647,O,82306.89,1998-04-13,4-NOT SPECIFIED
4206,105,F,72403.32,1992-04-19,5-LOW
4207,330,F,8666.15,1994-02-20,1-URGENT
4208,67,F,36127.25,1996-04-11,5-LOW
4209,754,P,72074.88,1995-02-10,3-MEDIUM
4210,462,O,9530.97,1996-09-10,1-URGENT
4211,818,P,87116.85,1998-02-14,5-LOW
4212,502,O,21746.5,1997-11-13,5-LOW
4213,296,F,63105.12,1996-06-14,1-URGENT
4214,344,F,17128.85,1992-09-12,3-MEDIUM
4215,407,P,82025.48,1992-11-10,4-NOT SPECIFIED
4216,41,F,70350.39,1994-10-09,1-URGENT
4217,750,O,37326.43,1992-05-12,3-MEDIUM
4218,96,P,25956.85,1995-04-01,3-MEDIUM
4219,29,O,83257.13,1995-09-07,4-NOT SPECIFIED
4220,190,P,23731.07,1994-11-17,1-URGENT
4221,462,O,56683.43,1993-03-21,4-NOT SPECIFIED
4222,124,P,66761.84,1997-07-21,2-HIGH
4223,124,P,95192.61,1998-09-08,2-HIGH
4224,431,F,33873.17,1995-01-28,5-LOW
4225,239,O,25554.35,1995-11-19,4-NOT SPECIFIED
4226,283,O,40168.29,1997-02-23,3-MEDIUM
4227,339,F,2348.33,1994-11-18,5-LOW
4228,3,O,52103.05,1992-04-19,3-MEDIUM
4229,970,O,26069.55,1993-09-27,5-LOW
4230,477,O,71842.32,1995-05-19,2-HIGH
4231,154,P,57308.16,1996-09-09,5-LOW
4232,800,F,86756.53,1998-02-11,3-MEDIUM
4233,191,F,64021.82,1995-07-07,5-LOW
4234,420,P,36628.47,1998-11-11,2-HIGH
4235,434,P,25255.19,1992-05-27,4-NOT SPECIFIED
4236,928,O,95502.91,1997-06-26,1-URGENT
4237,439,O,96187.48,1996-07-04,2-HIGH
4238,69,P,11870.65,1992-02-19,3-MEDIUM
4239,574,P,43114.51,1998-02-21,3-MEDIUM
4240,287,O,28034.73,1993-01-17,1-URGENT
4241,304,F,77214.03,1994-02-20,1-URGENT
4242,176,F,10613.0,1992-01-28,2-HIGH
4243,294,P,96992.85,1995-11-10,2-HIGH
4244,579,P,95086.19,1995-02-13,1-URGENT
4245,199,F,55506.48,1996-11-07,2-HIGH
4246,640,O,24902.16,1998-01-04,2-HIGH
4247,628,O,80539.75,1995-09-14,2-HIGH
4248,802,P,15700.35,1996-01-01,4-NOT SPECIFIED
4249,864,O,64739.61,1993-01-23,1-URGENT
4250,15,F,9455.94,1993-05-18,5-LOW
4251,461,F,82026.18,1993-03-07,2-HIGH
4252,280,O,53959.47,1994-04-17,1-URGENT
4253,190,P,68453.41,1995-09-25,4-NOT SPECIFIED
4254,517,P,24685.7,1998-10-15,3-MEDIUM
4255,570,F,69468.34,1996-07-18,4-NOT SPECIFIED
4256,686,O,75131.42,1994-06-18,4-NOT SPECIFIED
4257,893,O,65804.2,1996-12-07,2-HIGH
4258,229,F,6283.9,1998-02-12,3-MEDIUM
4259,794,F,2020.51,1998-04-08,5-LOW
4260,399,F,34709.65,1993-01-16,4-NOT SPECIFIED
4261,589,O,25953.49,1993-05-04,1-URGENT
4262,93,P,27363.39,1992-03-23,3-MEDIUM
4263,180,P,68199.6,1994-09-24,2-HIGH
4264,201,F,9665.17,1993-01-17,4-NOT SPECIFIED
4265,960,F,42370.94,1992-07-04,2-HIGH
4266,167,P,56796.53,1992-07-14,1-URGENT
4267,273,O,59239.62,1998-10-27,2-HIGH
4268,824,O,98042.42,1993-06-03,2-HIGH
4269,119,P,79013.52,1998-01-05,5-LOW
4270,201,F,47003.99,1994-07-02,3-MEDIUM
4271,590,P,93984.79,1993-08-12,2-HIGH
4272,20,P,68446.51,1996-08-14,2-HIGH
4273,540,F,91011.11,1992-12-08,4-NOT SPECIFIED
4274,785,P,29461.34,1994-04-18,3-MEDIUM
4275,827,P,96940.92,1992-06-04,4-NOT SPECIFIED
4276,721,O,40128.25,1998-03-10,5-LOW
4277,530,P,67127.15,1994-11-10,4-NOT SPECIFIED
4278,818,F,38057.7,1994-06-01,5-LOW
4279,144,O,32897.33,1994-12-14,4-NOT SPECIFIED
4280,47,O,9077.26,1997-05-02,5-LOW
4281,235,P,41060.28,1992-12-06,4-NOT SPECIFIED
4282,677,O,76728.65,1996-02-02,5-LOW
4283,73,O,81180.28,1995-04-12,2-HIGH
4284,158,O,6402.2,1998-10-25,1-URGENT
4285,871,O,55130.0,1995-04-03,5-LOW
4286,230,F,88749.47,1994-07-07,5-LOW
4287,301,O,48066.83,1993-01-11,3-MEDIUM
4288,247,P,70375.79,1998-12-11,3-MEDIUM
4289,721,O,96874.16,1996-03-22,2-HIGH
4290,574,P,81392.24,1995-04-01,3-MEDIUM
4291,897,P,51563.81,1997-04-09,2-HIGH
4292,951,O,85390.35,1992-04-06,1-URGENT
4293,849,O,76198.94,1995-10-16,1-URGENT
4294,242,O,90001.83,1998-11-04,4-NOT SPECIFIED
4295,498,P,16504.82,1992-09-19,4-NOT SPECIFIED
4296,896,F,18883.4,1998-07-01,4-NOT SPECIFIED
4297,132,F,74246.59,1997-09-14,5-LOW
4298,348,F,19053.77,1995-09-09,3-MEDIUM
4299,686,P,79537.53,1994-04-25,1-URGENT
4300,414,O,84512.53,1995-11-15,1-URGENT
4301,393,O,12693.8,1994-04-10,1-URGENT
4302,1000,P,76877.33,1997-06-01,2-HIGH
4303,737,F,16852.84,1995-05-21,3-MEDIUM
4304,861,P,61569.18,1994-07-06,5-LOW
4305,347,F,50554.14,1997-01-26,5-LOW
4306,811,O,58355.29,1994-02-08,5-LOW
4307,443,O,71694.89,1996-01-28,4-NOT SPECIFIED
4308,415,O,52132.48,1994-02-12,2-HIGH
4309,39,P,8731.62,1994-08-21,5-LOW
4310,43,P,13523.83,1998-02-18,5-LOW
4311,911,F,28645.89,1996-09-14,2-HIGH
4312,601,F,45110.37,1993-03-07,1-URGENT
4313,207,P,73416.96,1992-04-09,2-HIGH
4314,531,F,92665.75,1992-03-12,4-NOT SPECIFIED
4315,627,F,93239.14,1994-03-24,1-URGENT
4316,950,F,7597.01,1998-12-09,2-HIGH
4317,242,P,75526.16,1998-01-09,2-HIGH
4318,929,O,32130.77,1997-07-04,3-MEDIUM
4319,921,O,69870.32,1995-07-06,4-NOT SPECIFIED
4320,82,P,96072.22,1996-07-25,5-LOW
4321,558,O,71502.4,1993-07-04,2-HIGH
4322,606,O,42129.92,1993-03-12,1-URGENT
4323,329,F,37783.11,1995-11-04,5-LOW
4324,290,O,23705.97,1992-07-04,3-MEDIUM
4325,42,F,93463.2,1992-01-11,1-URGENT
4326,724,P,69832.69,1995-10-24,4-NOT SPECIFIED
4327,171,P,92516.67,1996-11-01,4-NOT SPECIFIED
4328,548,O,80975.74,1992-10-09,2-HIGH
4329,696,P,11113.4,1995-09-12,1-URGENT
4330,735,O,78930.41,1994-02-13,5-LOW
4331,564,O,87717.17,1997-01-19,4-NOT SPECIFIED
4332,718,P,79097.1,1997-06-20,5-LOW
4333,211,O,11547.54,1992-10-15,1-URGENT
4334,538,O,78363.83,1993-10-24,3-MEDIUM
4335,598,P,6437.56,1996-08-25,5-LOW
4336,552,P,14058.7,1995-03-24,1-URGENT
4337,970,F,88999.79,1993-09-02,2-HIGH
4338,279,P,9483.78,1998-05-20,5-LOW
4339,331,P,30700.23,1997-04-21,2-HIGH
4340,798,P,41287.59,1992-02-03,3-MEDIUM
4341,682,F,69884.73,1996-06-12,1-URGENT
4342,983,O,26715.74,1996-08-19,1-URGENT
4343,528,O,39197.8,1997-12-22,1-URGENT
4344,505,F,18419.22,1994-12-03,5-LOW
4345,893,F,70455.41,1998-04-27,1-URGENT
4346,301,P,4298.31,1997-03-12,2-HIGH
4347,406,P,45249.15,1992-04-05,3-MEDIUM
4348,577,P,2154.28,1995-05-20,1-URGENT
4349,126,F,36305.91,1993-11-25,5-LOW
4350,729,P,49867.29,1994-08-24,2-HIGH
4351,263,F,45108.01,1993-08-08,5-LOW
4352,345,O,27120.24,1998-04-14,3-MEDIUM
4353,631,P,83435.66,1998-01-21,4-NOT SPECIFIED
4354,164,F,17588.59,1993-01-11,4-NOT SPECIFIED
4355,991,F,6812.45,1994-08-13,3-MEDIUM
4356,806,F,2511.74,1994-05-05,5-LOW
4357,509,O,28947.01,1992-12-24,5-LOW
4358,777,P,89591.01,1995-01-16,1-URGENT
4359,976,O,1906.2,1992-04-23,4-NOT SPECIFIED
4360,460,O,11863.68,1993-02-03,2-HIGH
