l_orderkey,l_partkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_shipdate,l_returnflag
3922,103,1,20,8946.99,0.07,1992-10-06,R
3923,136,1,1,2802.21,0.05,1994-07-11,R
3923,579,2,20,4555.27,0.03,1997-06-09,R
3924,176,1,15,7623.36,0.08,1993-11-01,R
3924,521,2,14,430.96,0.05,1996-01-28,R
3925,272,1,1,7317.29,0.1,1997-04-25,N
3925,596,2,18,9620.6,0.01,1994-02-03,A
3925,605,3,21,3233.27,0.0,1994-09-25,A
3926,725,1,49,8863.02,0.08,1994-01-08,A
3926,338,2,8,7344.32,0.0,1994-09-22,N
3926,459,3,48,8831.06,0.07,1996-09-23,N
3927,125,1,38,3734.02,0.09,1993-12-27,N
3928,761,1,7,2586.41,0.06,1992-09-13,R
3929,492,1,50,2991.41,0.1,1993-05-20,A
3929,211,2,21,2680.74,0.06,1998-02-13,A
3929,709,3,1,5500.07,0.04,1997-12-22,R
3929,588,4,9,2807.36,0.05,1998-02-28,R
3930,290,1,40,8091.76,0.07,1996-01-05,R
3931,167,1,37,1413.41,0.06,1995-01-08,A
3932,89,1,36,1322.31,0.03,1997-11-13,R
3932,595,2,14,6429.73,0.02,1993-02-14,A
3932,644,3,23,8306.34,0.02,1993-01-24,N
3933,7,1,45,1524.22,0.05,1993-08-25,R
3933,635,2,45,9718.37,0.07,1998-06-21,R
3934,180,1,24,8682.96,0.06,1993-01-23,A
3934,256,2,12,7722.08,0.02,1994-08-11,A
3935,703,1,18,1577.8,0.08,1997-07-02,N
3935,262,2,29,3199.82,0.07,1992-03-15,A
3936,740,1,14,921.88,0.0,1998-09-06,R
3937,205,1,36,4682.42,0.05,1997-01-03,A
3937,437,2,46,3487.32,0.03,1995-04-23,N
3938,176,1,38,9851.87,0.08,1997-03-08,R
3939,705,1,18,1633.56,0.07,1996-07-09,R
3939,309,2,1,7804.44,0.02,1994-05-13,R
3940,269,1,14,3849.76,0.06,1995-05-06,N
3940,253,2,20,5188.63,0.1,1997-09-26,A
3941,281,1,14,2754.93,0.0,1993-08-02,N
3941,485,2,7,6837.32,0.01,1996-01-21,N
3941,474,3,19,9016.46,0.01,1994-04-06,N
3941,733,4,41,8818.55,0.04,1997-04-10,R
3942,777,1,41,2297.53,0.01,1997-07-25,R
3942,330,2,4,6928.25,0.1,1993-01-26,A
3943,220,1,22,3251.87,0.02,1995-02-07,R
3944,188,1,43,3349.23,0.05,1992-03-20,A
3944,444,2,34,5382.99,0.07,1992-11-07,N
3944,697,3,27,1294.18,0.04,1994-09-14,N
3944,379,4,19,8678.8,0.04,1994-12-17,R
3945,719,1,37,2488.95,0.0,1993-01-10,R
3945,237,2,12,4424.51,0.09,1992-04-10,A
3946,236,1,4,7410.37,0.07,1993-09-14,A
3947,580,1,4,7442.36,0.08,1996-04-26,R
3947,564,2,12,8487.14,0.09,1996-02-21,R
3948,662,1,6,5890.63,0.02,1998-05-20,R
3948,555,2,5,9888.65,0.03,1992-04-10,N
3948,280,3,9,3697.88,0.02,1995-03-25,R
3949,238,1,33,4094.58,0.09,1993-12-27,N
3950,313,1,30,7557.87,0.06,1995-04-26,R
3950,620,2,44,1037.33,0.08,1994-02-27,A
3951,279,1,41,7533.87,0.02,1992-10-09,A
3952,393,1,48,7033.46,0.0,1994-05-25,N
3953,656,1,11,8681.09,0.0,1996-10-12,A
3953,208,2,39,7719.85,0.02,1994-08-19,N
3954,337,1,45,1901.55,0.04,1993-06-09,A
3954,462,2,1,1224.73,0.06,1993-09-01,N
3955,10,1,32,1483.88,0.0,1996-08-27,A
3956,735,1,5,7088.68,0.0,1995-09-28,R
3956,411,2,3,3343.24,0.07,1997-10-26,N
3957,611,1,44,1986.67,0.08,1993-01-20,N
3957,713,2,12,9587.24,0.07,1992-01-02,R
3958,789,1,12,231.56,0.08,1995-04-13,N
3959,343,1,35,6587.5,0.0,1998-09-01,N
3960,572,1,31,9395.8,0.0,1998-09-06,N
3961,558,1,4,958.44,0.07,1993-02-19,A
3962,211,1,31,9453.61,0.01,1994-12-16,A
3962,711,2,22,6051.34,0.07,1995-02-04,N
3963,557,1,38,4376.19,0.01,1997-07-18,A
3963,675,2,50,5366.26,0.02,1998-03-01,N
3963,4,3,47,6736.56,0.04,1997-08-10,R
3963,743,4,32,3559.65,0.05,1992-04-19,A
3964,318,1,5,172.62,0.05,1995-05-01,N
3964,702,2,50,7592.97,0.07,1992-10-06,R
3964,284,3,22,718.63,0.04,1994-12-03,R
3965,155,1,28,3475.86,0.07,1996-12-13,R
3965,382,2,38,1729.33,0.0,1997-09-10,N
3966,507,1,2,6082.28,0.05,1995-01-01,R
3967,762,1,46,2805.51,0.07,1996-08-22,R
3967,129,2,23,3380.0,0.05,1992-06-27,A
3967,684,3,17,9038.0,0.07,1995-02-12,A
3968,360,1,1,4378.83,0.05,1994-12-08,R
3969,733,1,30,450.59,0.03,1997-11-12,A
3970,334,1,33,2382.91,0.02,1992-12-24,R
3970,599,2,38,9009.49,0.01,1995-06-02,A
3970,58,3,29,2454.89,0.08,1995-06-22,N
3971,617,1,8,1661.04,0.1,1996-01-09,A
3971,370,2,12,2913.03,0.03,1996-09-07,A
3971,74,3,5,1354.46,0.06,1998-05-02,A
3972,606,1,3,9748.23,0.05,1994-08-09,R
3972,644,2,45,6790.04,0.08,1994-05-16,A
3972,125,3,34,8416.78,0.01,1993-09-22,A
3973,629,1,25,3872.07,0.1,1992-11-23,A
3973,602,2,45,811.09,0.07,1995-11-13,N
3974,66,1,16,2105.25,0.08,1993-03-14,A
3975,118,1,50,9798.04,0.03,1997-10-06,A
3975,572,2,35,8946.0,0.06,1997-09-21,A
3975,250,3,29,3682.92,0.08,1998-11-28,R
3975,678,4,33,209.46,0.04,1993-07-28,R
3976,2,1,3,7825.66,0.07,1998-10-01,R
3977,173,1,12,2742.04,0.07,1998-07-13,N
3978,526,1,41,5325.34,0.06,1995-01-05,A
3978,403,2,27,771.79,0.05,1992-06-09,A
3978,286,3,18,3856.13,0.08,1995-09-28,N
3979,442,1,25,3435.84,0.05,1996-04-09,N
3980,386,1,15,7976.64,0.1,1994-02-26,R
3981,136,1,42,2106.95,0.1,1998-08-02,R
3981,196,2,4,1380.9,0.06,1996-06-05,N
3981,461,3,34,6255.08,0.07,1998-09-07,N
3981,501,4,34,7048.46,0.04,1992-06-06,R
3982,574,1,14,6861.21,0.1,1993-12-17,R
3982,364,2,20,5538.67,0.07,1993-09-24,A
3983,520,1,39,4566.15,0.0,1998-05-14,A
3984,313,1,38,6695.2,0.08,1997-02-17,A
3984,773,2,15,5687.18,0.0,1998-06-06,N
3984,429,3,37,1602.91,0.04,1997-06-23,A
3985,612,1,13,3205.15,0.09,1997-04-08,N
3986,103,1,17,7309.72,0.09,1997-05-23,N
3986,449,2,7,8099.83,0.1,1996-03-16,N
3987,643,1,2,7510.2,0.09,1993-09-04,N
3988,577,1,23,9997.93,0.01,1994-02-09,A
3988,303,2,17,7095.17,0.09,1998-09-10,A
3989,105,1,21,3864.65,0.08,1998-10-13,N
3989,515,2,6,8262.13,0.06,1995-05-20,A
3990,73,1,44,4377.32,0.01,1996-04-01,N
3991,608,1,44,2996.49,0.07,1992-04-06,R
3992,244,1,49,2888.3,0.09,1994-05-20,A
3992,701,2,30,6619.33,0.08,1992-04-03,N
3992,12,3,48,693.59,0.01,1998-05-09,N
3993,505,1,11,3693.27,0.05,1992-01-28,A
3993,346,2,9,8008.4,0.0,1993-08-22,N
3993,634,3,9,1130.87,0.02,1995-03-03,N
3994,728,1,2,1359.07,0.03,1994-09-22,A
3994,34,2,40,7995.96,0.05,1994-01-05,R
3994,484,3,38,7480.28,0.09,1995-03-05,A
3995,124,1,5,2901.51,0.08,1993-02-25,A
3995,298,2,13,4258.49,0.08,1996-09-24,N
3996,361,1,10,2971.87,0.03,1997-08-28,R
3997,487,1,50,508.7,0.09,1994-02-17,A
3997,64,2,3,1163.99,0.1,1995-03-14,N
3998,359,1,50,7160.53,0.01,1995-05-03,A
3998,763,2,10,396.33,0.08,1997-10-14,A
3999,386,1,49,457.75,0.05,1994-04-18,N
3999,589,2,43,3813.09,0.02,1997-05-11,N
3999,183,3,23,8256.08,0.04,1992-12-01,R
3999,190,4,27,2820.26,0.0,1998-08-15,A
3999,204,5,43,8165.19,0.01,1998-02-28,N
4000,13,1,18,2111.58,0.0,1992-12-21,A
4000,322,2,32,7078.4,0.04,1993-04-27,N
4000,196,3,3,9050.61,0.0,1998-10-22,R
4000,301,4,8,5467.67,0.0,1995-06-11,A
4001,703,1,43,2344.8,0.09,1997-10-09,N
4001,539,2,3,4989.53,0.08,1997-12-13,A
4001,106,3,27,9628.37,0.01,1993-01-01,R
4002,79,1,26,2039.73,0.07,1994-07-01,N
4002,532,2,3,5271.74,0.05,1998-11-09,N
4002,128,3,10,4614.23,0.03,1995-07-26,A
4003,451,1,26,7715.48,0.08,1993-05-25,R
4004,620,1,14,3857.99,0.03,1996-10-11,A
4004,344,2,29,1465.36,0.07,1998-04-06,A
4005,329,1,28,5134.85,0.07,1996-02-01,R
4005,248,2,8,1306.21,0.04,1997-12-04,N
4006,315,1,32,9746.02,0.09,1993-04-24,A
4006,313,2,10,1372.41,0.09,1994-05-23,N
4007,705,1,3,1706.22,0.05,1992-12-27,A
4007,232,2,21,5387.82,0.1,1998-05-01,A
4008,648,1,1,5941.07,0.06,1998-07-14,R
4008,214,2,43,7667.11,0.05,1997-04-05,N
4009,29,1,7,5099.05,0.05,1994-05-10,N
4010,362,1,32,578.65,0.1,1992-08-12,N
4010,575,2,30,718.15,0.04,1995-01-25,R
4011,648,1,4,3834.4,0.06,1996-02-12,N
4012,65,1,33,7106.31,0.07,1995-06-09,R
4012,735,2,10,7022.33,0.1,1993-10-19,R
4012,451,3,28,2424.59,0.04,1994-07-02,N
4012,794,4,11,8458.59,0.06,1994-08-05,A
4013,633,1,46,2011.74,0.05,1992-02-01,R
4013,580,2,35,5241.66,0.02,1993-03-19,A
4014,748,1,26,7421.04,0.0,1992-09-02,A
4014,394,2,2,6342.96,0.03,1998-05-15,R
4014,51,3,7,4284.24,0.0,1993-02-25,A
4014,564,4,18,264.34,0.09,1997-10-10,R
4015,25,1,6,2464.4,0.0,1998-06-07,A
4016,168,1,14,4228.93,0.05,1996-04-08,R
4016,383,2,35,4905.45,0.03,1993-01-28,A
4017,402,1,21,2370.65,0.04,1996-11-19,N
4018,606,1,48,6075.09,0.01,1992-10-16,N
4019,518,1,1,3918.55,0.03,1993-06-20,R
4019,675,2,9,8048.16,0.0,1995-05-06,A
4020,116,1,49,3033.07,0.1,1994-08-02,A
4020,127,2,13,9358.68,0.03,1992-08-04,R
4021,588,1,50,4098.04,0.06,1997-09-21,R
4022,770,1,30,3744.16,0.02,1998-12-16,N
4022,152,2,40,2555.41,0.08,1998-12-13,N
4022,355,3,10,937.46,0.07,1994-04-12,N
4022,317,4,22,1112.05,0.01,1996-08-27,N
4023,520,1,13,2378.41,0.09,1992-08-17,N
4023,391,2,7,2084.0,0.08,1996-02-04,N
4024,407,1,42,565.16,0.04,1994-01-09,N
4025,144,1,34,5682.36,0.03,1997-09-23,N
4025,739,2,1,8480.07,0.02,1996-08-04,R
4025,310,3,11,873.48,0.06,1992-03-25,R
4026,485,1,40,625.44,0.03,1996-05-25,R
4027,532,1,18,3020.34,0.03,1998-11-11,A
4028,101,1,29,6382.55,0.05,1998-11-13,A
4028,619,2,45,7607.08,0.08,1997-04-28,R
4029,225,1,49,3242.66,0.07,1994-02-12,N
4029,733,2,8,5279.49,0.04,1997-08-18,N
4030,494,1,23,4766.16,0.09,1993-12-09,R
4031,169,1,48,7090.4,0.08,1998-01-26,A
4031,317,2,9,400.45,0.04,1998-08-08,R
4032,126,1,19,5726.2,0.01,1992-12-21,A
4032,570,2,43,560.88,0.06,1997-03-08,R
4033,7,1,21,7543.53,0.04,1992-05-12,N
4033,233,2,9,7975.53,0.0,1996-12-11,R
4033,447,3,2,9657.47,0.04,1996-07-19,N
4034,147,1,34,2069.86,0.03,1995-04-28,A
4035,471,1,29,5184.16,0.01,1993-06-25,A
4035,651,2,26,2733.29,0.08,1992-06-21,A
4036,500,1,49,1783.24,0.02,1998-02-25,A
4037,266,1,38,8875.25,0.02,1996-06-17,R
4037,638,2,35,4136.13,0.09,1992-01-26,N
4038,274,1,17,3305.86,0.01,1996-07-12,N
4039,784,1,19,1854.38,0.0,1998-11-02,N
4040,374,1,41,9752.62,0.1,1998-07-20,N
4040,218,2,41,2825.01,0.07,1994-01-10,N
4041,440,1,17,8333.87,0.06,1993-10-05,A
4041,168,2,41,5314.53,0.01,1992-11-18,N
4041,420,3,21,3429.41,0.03,1995-03-07,R
4042,328,1,31,2080.25,0.07,1994-12-12,N
4042,92,2,46,9757.97,0.09,1998-02-10,A
4043,259,1,48,4508.52,0.05,1994-07-19,A
4044,614,1,35,4212.32,0.05,1993-11-22,R
4044,209,2,22,7133.0,0.0,1995-01-09,A
4045,349,1,7,2503.29,0.05,1992-10-21,R
4045,246,2,1,1163.46,0.07,1996-01-06,N
4046,323,1,4,6325.07,0.09,1995-08-01,R
4047,684,1,50,5908.61,0.01,1992-11-18,N
4047,60,2,14,3453.01,0.05,1995-02-26,A
4048,629,1,33,8440.58,0.09,1994-09-22,A
4049,102,1,39,7703.88,0.04,1998-05-27,N
4049,225,2,10,3579.24,0.07,1994-11-08,N
4049,723,3,45,7258.62,0.07,1998-09-04,R
4050,265,1,33,2485.83,0.0,1994-11-06,A
4051,285,1,47,7140.17,0.04,1998-01-02,N
4052,24,1,7,1020.32,0.09,1995-11-05,N
4052,157,2,37,7833.16,0.1,1992-08-03,A
4052,561,3,2,4805.14,0.0,1997-04-24,R
4053,204,1,40,5938.22,0.05,1998-04-16,R
4053,140,2,4,187.62,0.1,1993-12-28,R
4053,79,3,24,4490.13,0.05,1998-09-12,N
4054,253,1,33,5988.06,0.01,1994-02-21,N
4054,88,2,8,7453.21,0.09,1997-07-02,A
4054,365,3,9,1197.19,0.01,1996-01-07,A
4055,301,1,1,1813.72,0.06,1994-04-14,A
4056,697,1,10,4573.29,0.1,1997-01-02,R
4056,84,2,38,9416.56,0.02,1997-02-16,A
4057,335,1,17,218.8,0.05,1997-12-04,N
4057,187,2,18,3407.83,0.09,1994-08-03,N
4058,455,1,19,7051.67,0.05,1995-09-03,N
4058,637,2,2,6391.65,0.07,1998-05-05,N
4059,484,1,19,1425.61,0.0,1992-02-05,N
4059,152,2,4,5440.15,0.05,1994-02-04,N
4060,437,1,17,8476.99,0.04,1992-09-23,A
4060,107,2,8,3901.96,0.01,1993-12-17,N
4061,600,1,46,3344.04,0.08,1992-10-07,N
4062,716,1,3,5922.38,0.09,1993-02-20,A
4062,270,2,2,4801.03,0.0,1996-03-11,R
4063,205,1,28,2257.48,0.1,1995-07-16,R
4063,120,2,31,9728.8,0.1,1996-11-15,N
4063,510,3,17,6308.09,0.07,1995-07-10,N
4064,272,1,15,7057.39,0.1,1993-04-21,A
4064,494,2,44,3870.68,0.02,1994-02-24,A
4064,400,3,40,8769.76,0.04,1995-01-04,R
4065,350,1,6,6983.24,0.05,1994-11-01,R
4065,559,2,34,7551.93,0.0,1995-08-26,R
4065,696,3,21,681.3,0.01,1994-04-14,N
4066,206,1,23,5104.8,0.04,1995-09-04,A
4066,764,2,26,5560.14,0.09,1998-05-25,R
4067,626,1,24,658.71,0.09,1995-04-14,N
4068,50,1,10,6728.0,0.06,1994-12-22,A
4068,545,2,27,1640.81,0.01,1992-10-13,R
4068,553,3,43,989.2,0.05,1994-03-08,A
4069,150,1,33,9228.25,0.05,1993-04-04,R
4070,51,1,40,9594.26,0.0,1998-04-18,N
4071,264,1,1,2005.77,0.06,1995-03-07,N
4071,698,2,7,455.88,0.01,1995-10-28,R
4071,772,3,21,6629.76,0.06,1996-05-02,N
4072,763,1,19,3211.49,0.03,1997-06-22,N
4073,356,1,41,3517.21,0.09,1994-10-25,A
4073,659,2,16,3208.03,0.1,1997-11-12,N
4073,664,3,50,2428.71,0.06,1996-06-09,N
4074,682,1,22,1297.17,0.08,1995-05-22,R
4074,160,2,23,3732.38,0.04,1993-06-12,R
4075,575,1,35,6499.14,0.08,1992-07-01,R
4075,54,2,2,2796.21,0.1,1997-04-27,A
4076,43,1,43,9771.08,0.01,1996-11-24,N
4076,354,2,31,5383.56,0.02,1993-11-28,A
4077,690,1,50,7393.07,0.05,1992-12-19,N
4077,733,2,20,9049.44,0.08,1995-03-19,A
4078,487,1,40,2051.34,0.04,1995-10-25,R
4079,598,1,49,1704.7,0.09,1993-11-06,A
4079,345,2,21,434.43,0.03,1994-07-01,R
4079,113,3,46,1589.58,0.02,1993-01-07,A
4080,492,1,41,4013.66,0.09,1994-02-21,A
4080,32,2,2,1178.77,0.06,1997-06-23,R
4081,126,1,40,7870.87,0.01,1995-01-13,R
4081,610,2,39,2048.91,0.04,1993-02-20,N
4082,136,1,15,8284.79,0.1,1993-07-12,R
4083,120,1,44,9198.43,0.04,1997-02-25,R
4083,645,2,25,6774.76,0.04,1997-01-23,R
4084,725,1,6,6779.1,0.02,1995-04-14,A
4084,177,2,33,5727.02,0.06,1998-02-04,N
4084,434,3,44,6932.85,0.0,1992-07-23,R
4085,187,1,43,4059.5,0.04,1998-09-15,R
4085,504,2,22,1685.78,0.05,1993-12-19,R
4086,11,1,22,3390.37,0.04,1997-06-25,R
4087,764,1,23,7106.24,0.06,1998-03-27,R
4087,44,2,39,4198.75,0.01,1995-06-21,N
4087,591,3,21,7776.05,0.05,1993-11-06,A
4087,61,4,22,4236.76,0.06,1997-06-15,N
4088,40,1,50,9504.71,0.04,1994-01-21,A
4088,506,2,13,8270.3,0.05,1993-07-03,R
4089,130,1,37,1959.13,0.08,1993-03-11,R
4090,96,1,38,4094.32,0.07,1996-07-03,A
4090,519,2,20,8855.02,0.06,1992-10-05,R
4090,596,3,10,5670.47,0.09,1994-02-04,R
4090,756,4,15,1894.27,0.05,1997-12-19,R
4091,421,1,15,4645.14,0.01,1995-03-25,R
4092,429,1,21,155.53,0.07,1996-05-12,A
4092,708,2,24,943.59,0.08,1995-02-18,N
4093,444,1,27,3506.84,0.03,1993-04-16,A
4094,451,1,50,9953.27,0.07,1996-03-17,N
4095,182,1,18,990.05,0.02,1993-09-19,R
4096,430,1,35,4691.07,0.0,1998-10-04,A
4096,239,2,16,9071.41,0.02,1995-05-07,R
4096,520,3,43,3636.5,0.0,1995-01-21,N
4097,174,1,21,5957.99,0.0,1997-01-14,A
4098,555,1,5,2113.01,0.01,1997-02-20,A
4098,762,2,9,3034.46,0.04,1998-03-22,R
4099,721,1,36,6041.8,0.03,1996-09-20,R
4100,161,1,28,1462.26,0.06,1998-08-23,A
4100,592,2,14,455.51,0.06,1998-09-06,A
4101,715,1,45,8893.84,0.06,1993-02-09,R
4102,570,1,41,3116.25,0.07,1995-07-23,R
4102,426,2,13,6144.75,0.08,1995-07-23,A
4103,438,1,40,6991.54,0.1,1992-12-26,R
4103,624,2,28,3837.58,0.06,1997-09-25,A
4104,22,1,7,3015.05,0.05,1994-10-11,A
4105,224,1,27,4738.41,0.1,1994-02-10,N
4105,602,2,26,5070.72,0.09,1995-09-25,N
4106,130,1,16,3087.11,0.01,1996-11-09,R
4106,408,2,48,9819.87,0.07,1993-03-18,A
4107,229,1,5,3604.89,0.03,1998-08-11,R
4107,618,2,42,6723.76,0.0,1996-08-16,N
4107,555,3,23,9659.44,0.05,1995-12-10,N
4108,214,1,21,7216.11,0.0,1995-03-20,A
4108,474,2,21,5133.59,0.0,1993-06-26,R
4108,527,3,30,4017.54,0.1,1993-12-08,A
4109,306,1,20,8233.13,0.09,1995-06-23,N
4109,769,2,40,6200.96,0.06,1994-11-18,A
4109,657,3,34,9350.5,0.07,1997-10-09,N
4110,299,1,1,3699.7,0.08,1997-09-18,A
4110,243,2,11,3083.91,0.06,1995-01-01,R
4110,55,3,5,3276.7,0.02,1997-10-12,R
4111,269,1,10,7566.25,0.08,1992-07-27,N
4112,789,1,40,8956.57,0.07,1995-08-06,R
4113,184,1,7,7144.24,0.0,1993-01-24,N
4113,20,2,14,1542.65,0.01,1993-11-26,R
4114,678,1,16,1067.17,0.08,1993-10-13,N
4114,195,2,8,6884.32,0.01,1996-05-26,A
4115,14,1,14,4578.25,0.1,1996-06-19,N
4115,569,2,14,763.98,0.1,1997-03-09,A
4115,200,3,32,2882.29,0.08,1997-11-05,A
4116,706,1,25,8878.42,0.04,1996-04-08,R
4116,707,2,20,9456.37,0.03,1993-09-27,A
4117,448,1,17,6867.23,0.1,1994-11-12,R
4117,613,2,34,8315.54,0.06,1992-09-26,R
4118,213,1,40,1503.35,0.09,1998-04-18,R
4119,417,1,27,1385.33,0.04,1993-05-25,N
4119,108,2,7,2243.48,0.09,1995-07-28,A
4119,240,3,44,9333.71,0.02,1997-03-04,N
4119,23,4,15,4118.88,0.09,1998-05-24,N
4120,424,1,48,3303.38,0.03,1992-04-04,N
4120,530,2,21,5187.12,0.08,1995-06-20,A
4121,19,1,9,9447.95,0.06,1993-06-09,N
4121,322,2,39,8893.06,0.06,1998-06-17,N
4122,310,1,44,171.54,0.04,1997-11-15,R
4122,694,2,27,6630.38,0.04,1994-06-22,A
4123,380,1,41,9881.97,0.01,1998-08-21,N
4123,265,2,19,2939.45,0.0,1992-03-07,A
4124,486,1,33,1182.93,0.02,1993-09-05,R
4125,584,1,18,3864.14,0.01,1997-05-04,R
4125,170,2,37,4546.33,0.09,1992-06-06,A
4125,8,3,37,827.43,0.01,1996-07-09,N
4125,718,4,8,7705.0,0.01,1998-06-16,N
4125,610,5,8,2065.73,0.0,1993-05-08,R
4126,100,1,6,3354.55,0.04,1998-01-16,R
4127,372,1,18,7248.29,0.07,1997-02-02,A
4128,74,1,50,1788.69,0.05,1992-04-04,A
4129,162,1,47,8915.73,0.02,1995-04-15,A
4129,408,2,11,6756.82,0.06,1994-06-12,R
4129,349,3,18,1490.8,0.08,1998-10-26,N
4130,750,1,43,6959.98,0.07,1994-09-26,N
4130,367,2,3,2438.49,0.03,1996-04-18,A
4131,445,1,42,2531.11,0.06,1993-06-18,A
4131,167,2,34,5913.65,0.05,1994-07-21,R
4132,787,1,24,531.56,0.09,1994-12-05,A
4132,756,2,3,8454.34,0.02,1994-11-18,N
4132,236,3,48,2186.39,0.07,1996-10-28,N
4132,192,4,27,7284.84,0.01,1995-07-09,N
4133,610,1,22,9272.97,0.0,1996-10-07,A
4134,454,1,36,2412.15,0.02,1992-12-23,R
4134,101,2,24,3652.34,0.1,1992-11-21,A
4134,243,3,36,1152.05,0.06,1997-04-07,N
4135,159,1,15,7751.36,0.0,1998-04-13,N
4136,340,1,29,1001.51,0.03,1998-11-18,R
4136,625,2,20,3137.97,0.09,1998-07-05,N
4136,428,3,28,8780.13,0.03,1998-02-18,A
4137,78,1,23,5035.39,0.04,1993-10-19,N
4137,456,2,41,4391.48,0.02,1993-04-16,A
4138,450,1,33,4192.67,0.04,1996-05-02,A
4139,701,1,2,2506.8,0.06,1998-06-21,A
4139,104,2,22,6892.87,0.0,1997-04-18,A
4139,722,3,47,5529.83,0.02,1992-04-24,N
4140,78,1,29,1648.83,0.06,1993-05-27,R
4141,561,1,42,2258.41,0.07,1992-03-04,R
4141,562,2,28,3025.83,0.1,1994-01-23,N
4141,471,3,50,9221.7,0.06,1997-10-28,A
4142,502,1,34,6334.38,0.07,1993-11-26,R
4142,758,2,18,5990.63,0.0,1995-08-20,A
4143,365,1,16,9006.83,0.09,1997-03-27,A
4143,471,2,15,8111.59,0.05,1994-04-06,A
4144,734,1,35,9424.84,0.03,1995-04-26,R
4144,553,2,13,9983.18,0.05,1992-10-24,R
4145,768,1,50,3215.03,0.01,1996-01-18,A
4145,11,2,13,3816.86,0.09,1992-07-22,R
4146,668,1,37,1558.15,0.06,1992-11-03,R
4147,455,1,36,8093.88,0.07,1997-10-05,A
4147,39,2,3,2490.15,0.05,1996-07-16,N
4148,497,1,29,2035.89,0.04,1993-10-10,N
4148,435,2,30,5154.13,0.04,1998-03-22,N
4149,618,1,19,8478.51,0.02,1997-05-14,R
4149,524,2,22,938.0,0.0,1993-01-01,A
4150,207,1,2,641.78,0.0,1998-05-26,R
4150,420,2,25,8029.12,0.07,1993-11-06,N
4151,100,1,18,3855.68,0.1,1998-10-05,N
4152,647,1,42,9452.71,0.09,1996-11-19,A
4153,215,1,31,3681.67,0.0,1995-08-05,A
4154,523,1,30,7387.52,0.0,1995-06-22,N
4155,147,1,23,5220.57,0.08,1998-02-24,A
4156,352,1,41,8013.93,0.06,1996-06-07,R
4156,689,2,4,2563.49,0.08,1995-08-08,N
4157,11,1,3,5010.2,0.02,1996-10-05,R
4157,800,2,16,8609.22,0.04,1995-04-13,N
4158,548,1,42,1612.47,0.02,1994-05-02,R
4159,470,1,13,1746.79,0.08,1997-05-14,A
4159,354,2,45,3876.36,0.08,1993-06-02,A
4160,594,1,18,4082.25,0.01,1998-02-28,A
4160,437,2,35,3437.06,0.04,1995-09-27,A
4161,787,1,17,2115.86,0.07,1997-12-20,N
4161,581,2,49,389.25,0.1,1998-02-08,A
4161,636,3,22,3522.81,0.04,1998-05-15,R
4162,635,1,44,4137.4,0.01,1998-12-17,A
4162,121,2,21,6119.81,0.08,1996-06-19,A
4163,751,1,37,7805.68,0.0,1997-07-04,N
4164,642,1,21,2111.75,0.08,1998-09-20,N
4165,272,1,15,8964.56,0.07,1994-08-26,A
4166,772,1,21,4863.35,0.04,1995-12-10,R
4166,218,2,47,6002.51,0.1,1993-06-20,A
4167,130,1,31,371.54,0.06,1993-04-13,N
4167,111,2,50,6557.25,0.01,1995-11-21,A
4168,620,1,35,3100.69,0.07,1996-04-02,N
4168,217,2,50,9431.26,0.05,1993-10-23,R
4168,215,3,14,730.09,0.1,1995-12-20,A
4168,300,4,6,3459.95,0.03,1998-10-23,N
4168,249,5,19,6519.27,0.06,1995-04-21,N
4169,89,1,27,6378.77,0.1,1992-02-26,R
4169,745,2,8,3075.17,0.09,1997-07-04,R
4170,726,1,4,7808.13,0.01,1995-02-05,N
4171,59,1,48,9084.0,0.09,1998-11-18,N
4171,651,2,1,6346.17,0.07,1997-07-22,N
4172,563,1,19,3917.1,0.07,1994-10-27,A
4173,551,1,21,5641.69,0.06,1992-03-12,R
4173,644,2,19,1548.69,0.1,1995-02-20,N
4174,509,1,12,454.31,0.04,1992-04-20,N
4174,500,2,9,8426.8,0.07,1994-08-23,N
4174,714,3,15,2143.5,0.03,1995-07-26,A
4174,218,4,12,4314.58,0.06,1994-07-03,R
4175,209,1,29,5295.14,0.06,1994-01-12,R
4176,173,1,33,2182.33,0.03,1995-09-27,N
4177,117,1,9,5488.53,0.09,1993-06-24,A
4177,56,2,43,8686.03,0.1,1995-11-17,N
4178,716,1,38,8289.24,0.1,1995-09-24,R
4178,554,2,27,8716.56,0.06,1996-06-22,A
4179,11,1,37,1359.06,0.09,1995-10-08,N
4179,251,2,31,5062.75,0.07,1998-10-07,A
4179,707,3,46,9407.87,0.01,1998-10-23,R
4179,318,4,34,1674.26,0.07,1995-07-07,A
4180,140,1,12,8636.01,0.05,1992-08-11,A
4181,190,1,2,6428.53,0.07,1997-11-28,R
4181,325,2,2,8956.57,0.08,1996-07-08,R
4181,50,3,5,2044.71,0.06,1996-03-25,N
4181,779,4,2,5231.61,0.0,1993-04-07,N
4181,571,5,6,2369.67,0.05,1992-07-03,R
4181,78,6,29,986.89,0.07,1998-05-02,A
4182,455,1,13,384.33,0.06,1997-11-13,A
4182,64,2,14,9458.63,0.09,1994-03-05,A
4182,22,3,50,8547.55,0.01,1992-09-15,N
4183,775,1,29,4169.9,0.1,1995-01-15,R
4183,669,2,47,7403.17,0.07,1993-09-26,R
